이름,유형,리뷰 수,주소,영업 시간,포장 가능 여부,반려동물 동반 가능 여부,메뉴
라미스콘 방배점,"카페,디저트","['방문자 리뷰 74', '블로그 리뷰 107']",서울 서초구 방배천로8길 19 1층,"[{'day': '매일', 'hours': '10:30 - 22:00'}]",True,True,"['수플레치즈케이크 (와썹맨인정)', '딸기 수플레 치즈 케이크 (계절메뉴)', '(NEW) 빼낭시에', '글루텐프리 치즈케이크 라인']"
밀리옹,베이커리,"['방문자 리뷰 277', '블로그 리뷰 42']",서울 서초구 서초대로26길 19 상가 1층 101호,"[{'day': '화', 'hours': '11:00 - 20:00'}, {'day': '수', 'hours': '11:00 - 20:00'}, {'day': '목', 'hours': '11:00 - 20:00'}, {'day': '금', 'hours': '11:00 - 20:00'}, {'day': '토', 'hours': '11:00 - 19:00'}, {'day': '일', 'hours': '정기휴무 (매주 일요일)'}, {'day': '월', 'hours': '정기휴무 (매주 월요일)'}]",True,False,['메뉴 정보 없음']
먼셀커피 서래마을점,"카페,디저트","['별점\n4.36', '방문자 리뷰 255', '블로그 리뷰 174']",서울 서초구 서래로6길 15,"[{'day': '매일', 'hours': '10:30 - 22:00'}]",True,False,['아메리카노 Americano']
오브시에,"카페,디저트","['별점\n4.75', '방문자 리뷰 96', '블로그 리뷰 51']",서울 서초구 방배로11길 22 1층 101호,"[{'day': '화', 'hours': '09:00 - 20:00'}, {'day': '수', 'hours': '09:00 - 20:00'}, {'day': '목', 'hours': '09:00 - 20:00'}, {'day': '금', 'hours': '09:00 - 20:00'}, {'day': '토', 'hours': '10:00 - 20:00'}, {'day': '일', 'hours': '10:00 - 20:00'}, {'day': '월', 'hours': '09:00 - 20:00'}]",True,True,"['휘낭시에', '시그니처 살롱', '플랫화이트', '꼬소한 카페라떼']"
호텔리어스커피 서초점,"카페,디저트","['방문자 리뷰 163', '블로그 리뷰 152']",서울 서초구 서초중앙로 63-8 1층 호텔리어스커피,"[{'day': '화', 'hours': '08:00 - 20:00\n19:30 라스트오더'}, {'day': '수', 'hours': '08:00 - 20:00\n19:30 라스트오더'}, {'day': '목', 'hours': '08:00 - 20:00\n19:30 라스트오더'}, {'day': '금', 'hours': '08:00 - 20:00\n19:30 라스트오더'}, {'day': '토', 'hours': '10:00 - 18:30\n18:00 라스트오더'}, {'day': '일', 'hours': '정기휴무 (매주 일요일)'}, {'day': '월', 'hours': '08:00 - 20:00\n19:30 라스트오더'}]",True,False,"['컨시어지 라떼', '바나나 브레드', '호텔리어스 브라우니', 'Insomnia Cookie']"
비스퀴테리 엠오,베이커리,"['별점\n4.64', '방문자 리뷰 241', '블로그 리뷰 83']",서울 서초구 신반포로 176 신세계백화점 강남점 지하1층 스위트파크,"[{'day': '화', 'hours': '10:30 - 20:00'}, {'day': '수', 'hours': '10:30 - 20:00'}, {'day': '목', 'hours': '10:30 - 20:00'}, {'day': '금', 'hours': '10:30 - 20:30'}, {'day': '토', 'hours': '10:30 - 20:30'}, {'day': '일', 'hours': '10:30 - 20:30'}, {'day': '월', 'hours': '10:30 - 20:00'}]",True,False,"['휘낭시에', '기프트 박스', '비스퀴 드 사보아', '팡 비']"
크리미숑,케이크전문,"['방문자 리뷰 639', '블로그 리뷰 220']",서울 서초구 남부순환로347길 48-11 1층 크리미숑,"[{'day': '화', 'hours': '11:30 - 18:30'}, {'day': '수', 'hours': '정기휴무 (매주 수요일)'}, {'day': '목', 'hours': '11:30 - 18:30'}, {'day': '금', 'hours': '11:30 - 18:30'}, {'day': '토', 'hours': '11:30 - 17:00'}, {'day': '일', 'hours': '정기휴무 (매주 일요일)'}, {'day': '월', 'hours': '11:30 - 18:30'}]",True,True,['메뉴 정보 없음']
오와케이크 방배점,"카페,디저트","['별점\n4.45', '방문자 리뷰 493', '블로그 리뷰 169']",서울 서초구 방배로42길 3 하모니빌딩 1층,"[{'day': '매일', 'hours': '09:30 - 22:00\n21:30 라스트오더'}]",True,False,['메뉴 정보 없음']
백록담디저트작업실,케이크전문,"['별점\n4.31', '방문자 리뷰 6,000', '블로그 리뷰 103']",서울 서초구 양재천로13길 24 1층,"[{'day': '화', 'hours': '09:00 - 17:30'}, {'day': '수', 'hours': '09:00 - 17:30'}, {'day': '목', 'hours': '09:00 - 17:30'}, {'day': '금', 'hours': '09:00 - 17:30'}, {'day': '토', 'hours': '09:00 - 16:30'}, {'day': '일', 'hours': '09:00 - 16:30'}, {'day': '월', 'hours': '09:00 - 17:30'}]",True,False,['레터링케이크']
Three of Cups,"카페,디저트","['별점\n4.34', '방문자 리뷰 862', '블로그 리뷰 38']",서울 서초구 서초대로74길 45 엔데버타워 1층,"[{'day': '화', 'hours': '10:00 - 19:00'}, {'day': '수', 'hours': '10:00 - 19:00'}, {'day': '목', 'hours': '10:00 - 19:00'}, {'day': '금', 'hours': '10:00 - 19:00'}, {'day': '토', 'hours': '10:00 - 19:00'}, {'day': '일', 'hours': '정기휴무 (매주 일요일)'}, {'day': '월', 'hours': '10:00 - 19:00'}]",True,False,"['핸드드립커피', '더치아메리카노', '더치라떼', '더치바닐라라떼']"
스티머스 팩토리샵,"카페,디저트","['방문자 리뷰 183', '블로그 리뷰 103']",서울 서초구 서초대로41길 19 101호,"[{'day': '화', 'hours': '08:00 - 19:00\n18:30 라스트오더'}, {'day': '수', 'hours': '08:00 - 19:00\n18:30 라스트오더'}, {'day': '목', 'hours': '08:00 - 19:00\n18:30 라스트오더'}, {'day': '금', 'hours': '08:00 - 19:00\n18:30 라스트오더'}, {'day': '토', 'hours': '09:00 - 20:00\n19:30 라스트오더'}, {'day': '일', 'hours': '09:00 - 20:00\n19:30 라스트오더'}, {'day': '월', 'hours': '08:00 - 19:00\n18:30 라스트오더'}]",True,True,"['커피푸딩+비스코티', '필터커피', '플랫화이트', '크림라떼']"
장티크(J`antique),베이커리,"['별점\n4.79', '방문자 리뷰 588', '블로그 리뷰 174']",서울 서초구 서초대로64길 50,"[{'day': '화', 'hours': '정기휴무 (매주 화요일)'}, {'day': '수', 'hours': '10:00 - 20:00\n19:00 라스트오더'}, {'day': '목', 'hours': '10:00 - 20:00\n19:00 라스트오더'}, {'day': '금', 'hours': '10:00 - 20:00\n19:00 라스트오더'}, {'day': '토', 'hours': '10:00 - 18:00\n17:00 라스트오더'}, {'day': '일', 'hours': '10:00 - 18:00\n17:00 라스트오더'}, {'day': '월', 'hours': '정기휴무 (매주 월요일)'}]",False,False,"['초코바게트', '잠봉뵈르', '프로슈토 루꼴라', '버터프레첼']"
고스트요거트 교대본점,"카페,디저트","['별점\n4.89', '방문자 리뷰 1,799', '블로그 리뷰 176']",서울 서초구 서초중앙로20길 37 1층 고스트요거트,"[{'day': '화', 'hours': '10:00 - 19:30\n13:50 - 15:30 브레이크타임'}, {'day': '수', 'hours': '10:00 - 19:30\n13:50 - 15:30 브레이크타임'}, {'day': '목', 'hours': '10:00 - 19:30\n13:50 - 15:30 브레이크타임'}, {'day': '금', 'hours': '10:00 - 19:30\n13:50 - 15:30 브레이크타임'}, {'day': '토', 'hours': '정기휴무 (매주 토요일)'}, {'day': '일', 'hours': '정기휴무 (매주 일요일)'}, {'day': '월', 'hours': '10:00 - 19:30\n13:50 - 15:30 브레이크타임'}]",False,False,"['HONEY SMALL(80g)', 'PLAIN SMALL(80g)', 'HONEY MEDIUM(140g)', 'PLAIN MEDIUM(140g)']"
파리바게뜨 카페신사점,베이커리,"['별점\n4.38', '방문자 리뷰 4,277', '블로그 리뷰 127']",서울 서초구 강남대로 603,"[{'day': '화', 'hours': '06:00 - 23:00'}, {'day': '수', 'hours': '06:00 - 23:00'}, {'day': '목', 'hours': '06:00 - 23:00'}, {'day': '금', 'hours': '06:00 - 23:00'}, {'day': '토', 'hours': '07:00 - 23:00'}, {'day': '일', 'hours': '07:00 - 23:00'}, {'day': '월', 'hours': '06:00 - 23:00'}]",True,False,"['그린 샐러드(80g)', 'BIG 아이스아메리카노', '시그니처 우유 생크림케이크_(15cm)', '아이스아메리카노']"
스타벅스 강남서초초교점,카페,"['별점\n4.45', '방문자 리뷰 5,563', '블로그 리뷰 325']","서울 서초구 서초대로77길 27 유빌딩 1,2층 (서초동)","[{'day': '화(11/12)', 'hours': '정보 없음'}, {'day': '수(11/13)', 'hours': '정보 없음'}, {'day': '목(11/14)', 'hours': '정보 없음'}, {'day': '금(11/15)', 'hours': '정보 없음'}, {'day': '토(11/16)', 'hours': '정보 없음'}, {'day': '일(11/17)', 'hours': '정보 없음'}, {'day': '월(11/18)', 'hours': '정보 없음'}]",False,False,['메뉴 정보 없음']
엔터하츠,카페,"['별점\n4.48', '방문자 리뷰 428', '블로그 리뷰 141']",서울 서초구 동광로 11 빈센트빌딩 1층,"[{'day': '화', 'hours': '08:00 - 22:00'}, {'day': '수', 'hours': '08:00 - 22:00'}, {'day': '목', 'hours': '08:00 - 22:00'}, {'day': '금', 'hours': '08:00 - 22:00'}, {'day': '토', 'hours': '08:00 - 22:00'}, {'day': '일', 'hours': '08:00 - 22:00'}, {'day': '월', 'hours': '08:00 - 22:00'}]",True,False,"['롱블랙', '플랫화이트', '레몬톡', '청포도주스']"
달콤커피 교대역점,카페,"['별점\n4.63', '방문자 리뷰 1,401', '블로그 리뷰 130']",서울 서초구 서초중앙로 130 1층 달콤커피,"[{'day': '매일', 'hours': '08:00 - 21:00'}]",True,False,"['홍시 요거트 라떼 R', '리얼 홍시 주스 L', '스트로베리 요거트 R', '(H) 프렌치 마롱 카페라떼 R']"
리퍼블릭 오브 블루,"카페,디저트","['방문자 리뷰 226', '블로그 리뷰 145']",서울 서초구 방배로16길 10 1층,"[{'day': '화', 'hours': '10:00 - 21:00\n20:30 라스트오더'}, {'day': '수', 'hours': '10:00 - 21:00\n20:30 라스트오더'}, {'day': '목', 'hours': '10:00 - 21:00\n20:30 라스트오더'}, {'day': '금', 'hours': '10:00 - 21:00\n20:30 라스트오더'}, {'day': '토', 'hours': '12:00 - 21:00\n20:30 라스트오더'}, {'day': '일', 'hours': '12:00 - 21:00\n20:30 라스트오더'}, {'day': '월', 'hours': '정기휴무 (매주 월요일)'}]",False,False,"['에스프레소', '아메리카노', '카페 라떼', '플랫 화이트']"
카페 서리풀,"카페,디저트","['별점\n4.54', '방문자 리뷰 520', '블로그 리뷰 75']",서울 서초구 반포대로28길 39 선우빌딩 1층,"[{'day': '화', 'hours': '08:00 - 22:00'}, {'day': '수', 'hours': '08:00 - 22:00'}, {'day': '목', 'hours': '08:00 - 22:00'}, {'day': '금', 'hours': '08:00 - 22:00'}, {'day': '토', 'hours': '정기휴무 (매주 토요일)'}, {'day': '일', 'hours': '11:00 - 16:00'}, {'day': '월', 'hours': '08:00 - 22:00'}]",True,False,"['[패스오더전용] 100원 아메리카노', '서리풀 샌드위치', '닭가슴 샌드위치', '아메리카노']"
가리게트 강남점,"카페,디저트","['방문자 리뷰 110', '블로그 리뷰 227']",서울 서초구 신반포로 176 신세계 강남점 지하1층 스위트파크,"[{'day': '화', 'hours': '10:30 - 20:00\n19:30 라스트오더'}, {'day': '수', 'hours': '10:30 - 20:00\n19:30 라스트오더'}, {'day': '목', 'hours': '10:30 - 20:00\n19:30 라스트오더'}, {'day': '금', 'hours': '10:30 - 20:30\n20:00 라스트오더'}, {'day': '토', 'hours': '10:30 - 20:30\n20:00 라스트오더'}, {'day': '일', 'hours': '10:30 - 20:30\n20:00 라스트오더'}, {'day': '월', 'hours': '10:30 - 20:00\n19:30 라스트오더'}]",True,False,"['나폴레옹', '무화과', '샤인 머스캣', '크림 디럭스']"
누볼라 강남,아이스크림,"['방문자 리뷰 264', '블로그 리뷰 270']",서울 서초구 강남대로53길 12 솔라티움시티 3층 307호,"[{'day': '화', 'hours': '12:00 - 22:00\n21:50 라스트오더'}, {'day': '수', 'hours': '12:00 - 22:00\n21:50 라스트오더'}, {'day': '목', 'hours': '12:00 - 22:00\n21:50 라스트오더'}, {'day': '금', 'hours': '12:00 - 22:00\n21:50 라스트오더'}, {'day': '토', 'hours': '12:00 - 22:00\n21:50 라스트오더'}, {'day': '일', 'hours': '12:00 - 22:00\n21:50 라스트오더'}, {'day': '월', 'hours': '12:00 - 22:00\n21:50 라스트오더'}]",True,True,"['Small . 420cc (3가지맛)', '젤라또 컵', 'Medium . 600cc (4가지맛)', 'Small . 420cc (3가지맛)']"
스윗띵스랩,"카페,디저트","['별점\n4.7', '방문자 리뷰 324', '블로그 리뷰 43']",서울 서초구 서초대로1길 19-5 1층 스윗띵스랩,"[{'day': '화', 'hours': '11:00 - 20:00\n19:45 라스트오더'}, {'day': '수', 'hours': '11:00 - 20:00\n19:45 라스트오더'}, {'day': '목', 'hours': '11:00 - 20:00\n19:45 라스트오더'}, {'day': '금', 'hours': '11:00 - 20:00\n19:45 라스트오더'}, {'day': '토', 'hours': '11:00 - 17:00\n16:45 라스트오더'}, {'day': '일', 'hours': '정기휴무 (매주 일요일)'}, {'day': '월', 'hours': '11:00 - 20:00\n19:45 라스트오더'}]",True,False,['메뉴 정보 없음']
서래마을 호두파이,베이커리,"['별점\n4.73', '방문자 리뷰 193', '블로그 리뷰 46']",서울 서초구 동광로39길 68 1층,"[{'day': '화', 'hours': '10:00 - 21:00'}, {'day': '수', 'hours': '10:00 - 21:00'}, {'day': '목', 'hours': '10:00 - 21:00'}, {'day': '금', 'hours': '10:00 - 21:00'}, {'day': '토', 'hours': '10:00 - 21:00'}, {'day': '일', 'hours': '정기휴무 (매주 일요일)'}, {'day': '월', 'hours': '10:00 - 21:00'}]",False,False,['메뉴 정보 없음']
나폴레옹과자점 뉴코아아울렛 강남점,베이커리,"['별점\n4.44', '방문자 리뷰 469', '블로그 리뷰 48']",서울 서초구 잠원로 51 뉴코아아울렛 3관 1층,"[{'day': '화', 'hours': '08:30 - 22:00'}, {'day': '수', 'hours': '08:30 - 22:00'}, {'day': '목', 'hours': '08:30 - 22:00'}, {'day': '금', 'hours': '08:30 - 22:00'}, {'day': '토', 'hours': '08:30 - 22:00'}, {'day': '일', 'hours': '08:30 - 22:00'}, {'day': '월', 'hours': '08:30 - 22:00'}]",True,False,"['구로칸토 슈니탱', '다크비쇼', '녹차롤 케이크', '고소한맛 사라다빵']"
투썸플레이스 CJENM커머스부문점,카페,"['별점\n4.52', '방문자 리뷰 364', '블로그 리뷰 7']",서울 서초구 과천대로 870-13 CJENM커머스부문 지하1층 투썸플레이스,"[{'day': '화', 'hours': '07:30 - 21:00'}, {'day': '수', 'hours': '07:30 - 21:00'}, {'day': '목', 'hours': '07:30 - 21:00'}, {'day': '금', 'hours': '07:30 - 21:00'}, {'day': '토', 'hours': '08:00 - 18:00'}, {'day': '일', 'hours': '08:00 - 18:00'}, {'day': '월', 'hours': '07:30 - 21:00'}]",False,False,"['아메리카노', '라떼', '콜드브루', '그린티 라떼']"
카페드리옹 서래마을입구점,카페,"['별점\n4.72', '방문자 리뷰 881', '블로그 리뷰 315']",서울 서초구 서래로 47 1층 카페 드 리옹,"[{'day': '매일', 'hours': '08:00 - 23:00\n22:50 라스트오더'}]",True,False,"['플레인 스콘(1EA)', '헤이즐넛카라멜 에끌레어(피스(Piece))', '바닐라 밀푀유(피스(Piece))', '마롱 밀푀유(피스(Piece))']"
생각이나서 방배본점,"카페,디저트","['방문자 리뷰 364', '블로그 리뷰 176']",서울 서초구 청두곶길 4 1층,"[{'day': '화', 'hours': '11:30 - 23:00\n22:30 라스트오더'}, {'day': '수', 'hours': '11:30 - 23:00\n22:30 라스트오더'}, {'day': '목', 'hours': '11:30 - 23:00\n22:30 라스트오더'}, {'day': '금', 'hours': '11:30 - 23:00\n22:30 라스트오더'}, {'day': '토', 'hours': '11:30 - 23:00\n22:30 라스트오더'}, {'day': '일', 'hours': '12:00 - 22:30\n22:00 라스트오더'}, {'day': '월', 'hours': '11:30 - 23:00\n22:30 라스트오더'}]",True,True,"['크로플', '치아바타', '팬케이크', '딸기요거트스무디']"
율목커피,"카페,디저트","['방문자 리뷰 537', '블로그 리뷰 336']",서울 서초구 방배천로8길 26 율목커피,"[{'day': '화', 'hours': '10:00 - 22:00'}, {'day': '수', 'hours': '정기휴무 (매주 수요일)'}, {'day': '목', 'hours': '10:00 - 22:00'}, {'day': '금', 'hours': '10:00 - 22:00'}, {'day': '토', 'hours': '10:00 - 22:00'}, {'day': '일', 'hours': '10:00 - 22:00'}, {'day': '월', 'hours': '10:00 - 22:00'}]",True,False,"['율목커피 (Hot/Ice)', '야끼소바 빵', '커스타드 푸딩', '말차 푸딩']"
그리시노,"카페,디저트","['방문자 리뷰 52', '블로그 리뷰 22']",서울 서초구 남부순환로 2406 오페라하우스 2층,"[{'day': '화', 'hours': '10:00 - 22:00\n21:15 라스트오더'}, {'day': '수', 'hours': '10:00 - 22:00\n21:15 라스트오더'}, {'day': '목', 'hours': '10:00 - 22:00\n21:15 라스트오더'}, {'day': '금', 'hours': '10:00 - 22:00\n21:15 라스트오더'}, {'day': '토', 'hours': '10:00 - 22:00\n21:15 라스트오더'}, {'day': '일', 'hours': '10:00 - 22:00\n21:15 라스트오더'}, {'day': '월', 'hours': '정기휴무 (매주 월요일)'}]",True,False,"['에스프레소', 'Caffe Arancia 아란치아', 'Tealike 티라이크 _시그니처', 'Aha Latte 아하라떼_시그니처']"
파이브브루잉,"카페,디저트","['방문자 리뷰 136', '블로그 리뷰 176']",서울 서초구 서초대로27길 15,"[{'day': '매일', 'hours': '09:00 - 22:00'}]",True,False,"['아메리카노', '라떼', '스쿼럴 라떼', '디카페인 아메리카노']"
잇더케이크,"카페,디저트","['방문자 리뷰 59', '블로그 리뷰 44']",서울 서초구 방배로8길 10-7 1층 101호,"[{'day': '화', 'hours': '09:00 - 17:00\n16:55 라스트오더'}, {'day': '수', 'hours': '09:00 - 17:00\n16:55 라스트오더'}, {'day': '목', 'hours': '09:00 - 17:00\n16:55 라스트오더'}, {'day': '금', 'hours': '09:00 - 17:00\n16:55 라스트오더'}, {'day': '토', 'hours': '09:00 - 16:00\n15:55 라스트오더'}, {'day': '일', 'hours': '정기휴무 (매주 일요일)'}, {'day': '월', 'hours': '09:00 - 17:00\n16:55 라스트오더'}]",True,True,['주문제작케이크']
리플렉트커피 로스터스 양재점,"카페,디저트","['별점\n4.92', '방문자 리뷰 442', '블로그 리뷰 186']",서울 서초구 효령로72길 57 E동 101호,"[{'day': '화', 'hours': '08:00 - 18:30'}, {'day': '수', 'hours': '08:00 - 18:30'}, {'day': '목', 'hours': '08:00 - 18:30'}, {'day': '금', 'hours': '08:00 - 18:30'}, {'day': '토', 'hours': '정기휴무 (매주 토요일)'}, {'day': '일', 'hours': '정기휴무 (매주 일요일)'}, {'day': '월', 'hours': '08:00 - 18:30'}]",True,True,['메뉴 정보 없음']
브리즈커피,"카페,디저트","['방문자 리뷰 1,117', '블로그 리뷰 62']",서울 서초구 마방로 2 가인빌딩 1층 브리즈커피,"[{'day': '화', 'hours': '10:00 - 22:00'}, {'day': '수', 'hours': '10:00 - 22:00'}, {'day': '목', 'hours': '10:00 - 22:00'}, {'day': '금', 'hours': '10:00 - 22:00'}, {'day': '토', 'hours': '10:00 - 22:00'}, {'day': '일', 'hours': '10:30 - 21:00'}, {'day': '월', 'hours': '10:00 - 22:00'}]",False,False,"['브리즈라떼', '브리즈베리', '알룰로스 토마토 주스', '아메리카노']"
커피랑도서관 교대역점,스터디카페,"['별점\n4.76', '방문자 리뷰 236', '블로그 리뷰 30']",서울 서초구 서초중앙로24길 35 4층,"[{'day': '매일', 'hours': '00:00 - 24:00'}]",False,False,['메뉴 정보 없음']
폼즈케이크샵,케이크전문,"['방문자 리뷰 121', '블로그 리뷰 48']",서울 서초구 논현로31길 56 103호 폼즈케이크샵,"[{'day': '화', 'hours': '11:00 - 19:00'}, {'day': '수', 'hours': '11:00 - 19:00'}, {'day': '목', 'hours': '11:00 - 19:00'}, {'day': '금', 'hours': '11:00 - 19:00'}, {'day': '토', 'hours': '11:00 - 19:00'}, {'day': '일', 'hours': '11:00 - 19:00'}, {'day': '월', 'hours': '11:00 - 19:00'}]",True,True,['메뉴 정보 없음']
어니스크 서초점,베이커리,"['별점\n4.46', '방문자 리뷰 576', '블로그 리뷰 112']",서울 서초구 서초대로53길 24 지앤지빌딩 1층,"[{'day': '화', 'hours': '10:00 - 21:00'}, {'day': '수', 'hours': '10:00 - 21:00'}, {'day': '목', 'hours': '10:00 - 21:00'}, {'day': '금', 'hours': '10:00 - 21:00'}, {'day': '토', 'hours': '09:00 - 21:00'}, {'day': '일', 'hours': '09:00 - 21:00'}, {'day': '월', 'hours': '10:00 - 21:00'}]",True,False,['메뉴 정보 없음']
카페고고스 서초점,"카페,디저트","['방문자 리뷰 1,648', '블로그 리뷰 1,290']",서울 서초구 효령로 356 1층,"[{'day': '화', 'hours': '09:00 - 21:00'}, {'day': '수', 'hours': '09:00 - 21:00'}, {'day': '목', 'hours': '09:00 - 21:00'}, {'day': '금', 'hours': '09:00 - 22:00'}, {'day': '토', 'hours': '09:00 - 22:00'}, {'day': '일', 'hours': '09:00 - 22:00'}, {'day': '월', 'hours': '09:00 - 21:00'}]",True,False,"['눈꽃빙수', '꿀가래떡구이', '단팥빵', '단팥죽 (계절메뉴)']"
팥붕슈붕 신세계 센트럴시티,베이커리,"['방문자 리뷰 1,103', '블로그 리뷰 115']",서울 서초구 신반포로 176 신세계 센트럴시티 승차홈 5번 앞 매장,"[{'day': '매일', 'hours': '08:30 - 21:30'}]",True,False,"['팥붕슈붕 10개 (팥, 슈크림맛)', '팥붕슈붕 10개 (4가지맛 섞어서)', '팥붕슈붕 10개(애플시나몬, 누텔라)', '팥붕슈붕 20개 (4가지 맛 섞어서)']"
단미,"카페,디저트","['방문자 리뷰 106', '블로그 리뷰 70']",서울 서초구 방배천로16길 18 1층 110호 단미,"[{'day': '화', 'hours': '09:00 - 20:00'}, {'day': '수', 'hours': '정기휴무 (매주 수요일)'}, {'day': '목', 'hours': '09:00 - 20:00'}, {'day': '금', 'hours': '09:00 - 20:00'}, {'day': '토', 'hours': '09:00 - 20:00'}, {'day': '일', 'hours': '09:00 - 20:00'}, {'day': '월', 'hours': '09:00 - 20:00'}]",True,False,['메뉴 정보 없음']
카페다이나,카페,"['별점\n4.58', '방문자 리뷰 774', '블로그 리뷰 41']",서울 서초구 마방로10길 5 태석빌딩 1층,"[{'day': '화', 'hours': '07:30 - 18:00'}, {'day': '수', 'hours': '07:30 - 18:00'}, {'day': '목', 'hours': '07:30 - 18:00'}, {'day': '금', 'hours': '07:30 - 18:00'}, {'day': '토', 'hours': '11:00 - 19:00'}, {'day': '일', 'hours': '11:00 - 19:00'}, {'day': '월', 'hours': '07:30 - 18:00'}]",True,False,"['디카페인 커피', '커스텀요거트', '애플 시리얼 토스트', '누텔라 바나나 토스트']"
피그커피 교대점,"카페,디저트","['방문자 리뷰 183', '블로그 리뷰 153']",서울 서초구 사임당로17길 123 1층,"[{'day': '화', 'hours': '08:00 - 20:30\n20:00 라스트오더'}, {'day': '수', 'hours': '08:00 - 20:30\n20:00 라스트오더'}, {'day': '목', 'hours': '08:00 - 20:30\n20:00 라스트오더'}, {'day': '금', 'hours': '08:00 - 20:30\n20:00 라스트오더'}, {'day': '토', 'hours': '08:00 - 18:00\n17:30 라스트오더'}, {'day': '일', 'hours': '08:00 - 18:00\n17:30 라스트오더'}, {'day': '월', 'hours': '08:00 - 20:30\n20:00 라스트오더'}]",True,True,['메뉴 정보 없음']
한스 서초점,카페,"['별점\n4.37', '방문자 리뷰 273', '블로그 리뷰 39']",서울 서초구 서초대로64길 55,"[{'day': '화', 'hours': '10:00 - 21:00'}, {'day': '수', 'hours': '10:00 - 21:00'}, {'day': '목', 'hours': '10:00 - 21:00'}, {'day': '금', 'hours': '10:00 - 21:00'}, {'day': '토', 'hours': '10:00 - 21:00'}, {'day': '일', 'hours': '10:00 - 19:00'}, {'day': '월', 'hours': '10:00 - 21:00'}]",False,False,"['고구마', '딸기생크림', '초코딸기생크림', '가나슈 초콜릿']"
세컨브레스,"카페,디저트","['방문자 리뷰 131', '블로그 리뷰 105']",서울 서초구 양재천로 95-2 1층,"[{'day': '매일', 'hours': '10:00 - 24:00\n23:30 라스트오더'}]",True,True,"['에스프레소', '아메리카노', '카페라떼', '바닐라라떼']"
오르빈,카페,"['방문자 리뷰 395', '블로그 리뷰 92']",서울 서초구 서초대로56길 18 1층,"[{'day': '화', 'hours': '11:30 - 20:00\n19:00 라스트오더'}, {'day': '수', 'hours': '11:30 - 20:00\n19:00 라스트오더'}, {'day': '목', 'hours': '11:30 - 20:00\n19:00 라스트오더'}, {'day': '금', 'hours': '11:30 - 20:00\n19:00 라스트오더'}, {'day': '토', 'hours': '11:30 - 20:00\n19:00 라스트오더'}, {'day': '일', 'hours': '11:30 - 20:00\n19:00 라스트오더'}, {'day': '월', 'hours': '11:30 - 20:00\n19:00 라스트오더'}]",True,False,"['플레인 베이글', '크림치즈 스프레드', '한우 불고기 샌드위치', '론자 무화과 샌드위치']"
타이거슈가 강남고속터미널점,"카페,디저트","['별점\n4.32', '방문자 리뷰 2,385', '블로그 리뷰 59']",서울 서초구 신반포로 194 1층,"[{'day': '화', 'hours': '10:00 - 20:00\n19:30 라스트오더'}, {'day': '수', 'hours': '10:00 - 20:00\n19:30 라스트오더'}, {'day': '목', 'hours': '10:00 - 20:00\n19:30 라스트오더'}, {'day': '금', 'hours': '10:00 - 22:30\n22:00 라스트오더'}, {'day': '토', 'hours': '10:00 - 22:30\n22:00 라스트오더'}, {'day': '일', 'hours': '10:00 - 21:30\n21:00 라스트오더'}, {'day': '월', 'hours': '10:00 - 20:00\n19:30 라스트오더'}]",True,False,"['흑당 버블 밀크티', '우롱 밀크티', '크림치즈 흑당 밀크티', '흑당 크림 카페라떼']"
투썸플레이스 반포대로점,카페,"['별점\n4.58', '방문자 리뷰 2,338', '블로그 리뷰 86']",서울 서초구 반포대로 300 1층,"[{'day': '화', 'hours': '07:00 - 23:00'}, {'day': '수', 'hours': '07:00 - 23:00'}, {'day': '목', 'hours': '07:00 - 23:00'}, {'day': '금', 'hours': '07:00 - 23:00'}, {'day': '토', 'hours': '08:00 - 23:00'}, {'day': '일', 'hours': '08:00 - 23:00'}, {'day': '월', 'hours': '07:00 - 23:00'}]",True,False,['메뉴 정보 없음']
앤스카페,"카페,디저트","['방문자 리뷰 1,212', '블로그 리뷰 206']",서울 서초구 방배선행길 12 1층,"[{'day': '화', 'hours': '09:00 - 19:00\n18:30 라스트오더'}, {'day': '수', 'hours': '09:00 - 19:00\n18:30 라스트오더'}, {'day': '목', 'hours': '09:00 - 19:00\n18:30 라스트오더'}, {'day': '금', 'hours': '09:00 - 19:00\n18:30 라스트오더'}, {'day': '토', 'hours': '09:00 - 19:00\n18:30 라스트오더'}, {'day': '일', 'hours': '09:00 - 19:00\n18:30 라스트오더'}, {'day': '월', 'hours': '09:00 - 19:00\n18:30 라스트오더'}]",True,False,"['Ns 플레이트', '두부낫또샐러드', '흑임자라떼', '쑥절미프라페']"
단석가찰보리빵 서울교대점,베이커리,"['별점\n4.45', '방문자 리뷰 532', '블로그 리뷰 15']",서울 서초구 서초대로46길 3 경중빌딩 101-1호,"[{'day': '화', 'hours': '08:00 - 20:30'}, {'day': '수', 'hours': '08:00 - 20:30'}, {'day': '목', 'hours': '08:00 - 20:30'}, {'day': '금', 'hours': '08:00 - 20:30'}, {'day': '토', 'hours': '08:00 - 18:00'}, {'day': '일', 'hours': '09:00 - 17:00'}, {'day': '월', 'hours': '08:00 - 20:30'}]",True,False,"['단석가 찰보리빵 30개입', '단석가 찰보리빵 20개입', '단석가 찰보리떡 10개입', '단석가 찰보리떡 4개입']"
