가격,거래 유형,건축물 용도,계약기간,공급/전용면적,관리비,관리비부과기준,기보증금/월세,난방(방식/연료),매물번호,매물특징,방수/욕실수,방향,융자금,이미지 URL,입주가능일,제목,주소,총주차대수,해당면적 세대수,해당층/총층,현관구조
"12억 5,000",매매,공동주택,-,99.54㎡/74.75㎡(전용률75%),18만원,-,-/-,개별난방/도시가스,2453920332,"로얄층, 갶투자 가능합니다.",3/2개,남서향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120124_236/land_system_1327407301134OmGaq_JPEG/116_8774_1_99_GA1_1294120712521.jpg,2026년 10월 30일 협의가능,우민 1동,서울시 강남구 논현동 107-44,107대(세대당 1.5대),64세대,5/6층,복도식
13억,매매,공동주택,-,99.54㎡/74.75㎡(전용률75%),15만원,정액관리비,-/-,개별난방/도시가스,2453868783,남향.층간소음없는 탑층.임대안고 가능,3/2개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120124_236/land_system_1327407301134OmGaq_JPEG/116_8774_1_99_GA1_1294120712521.jpg,2025년 10월 25일 협의가능,우민 1동,서울시 강남구 논현동 107-44,75대(세대당 1대),64세대,6/6층,복도식
13억,매매,공동주택,-,99.54㎡/74.75㎡(전용률75%),20만원,-,-/-,개별난방/도시가스,2453101046,남향의 최고 라인,3/2개,남향(거실 기준),없음,https://landthumb-phinf.pstatic.net/20120124_236/land_system_1327407301134OmGaq_JPEG/116_8774_1_99_GA1_1294120712521.jpg,즉시입주 협의가능,우민 1동,서울시 강남구 논현동 107-44,75대(세대당 1.07대),64세대,6/6층,복도식
"8억 5,000",전세,공동주택,-,99.54㎡/74.75㎡(전용률75%),15만원,-,-,개별난방/도시가스,2454248653,방3화2  수리상태 굿  전세대출협조,3/2개,남서향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120124_236/land_system_1327407301134OmGaq_JPEG/116_8774_1_99_GA1_1294120712521.jpg,즉시입주 협의가능,우민 1동,서울시 강남구 논현동 107-44,75대(세대당 1.07대),64세대,중/6층,복합식
8억,전세,공동주택,-,99.54㎡/74.75㎡(전용률75%),15만원,-,-,개별난방/도시가스,2455451645,-,3/2개,남서향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120124_236/land_system_1327407301134OmGaq_JPEG/116_8774_1_99_GA1_1294120712521.jpg,즉시입주 협의가능,우민 1동,서울시 강남구 논현동 107-44,75대(세대당 1.07대),64세대,고/6층,복합식
3억/230,월세,-,-,58.68㎡/37.26㎡(전용률63%),35만원,-,-,개별난방/도시가스,2458352818,신사 멀버리힐스 도시형생활주택. 남산타워가 보이는 3개층 복층,1/1개,북향(거실 기준),-,,즉시입주 협의가능,멀버리힐스(도시형) 2동,서울시 서초구 잠원동 27-2,-,2세대,11/13층,복도식
3억/230,월세,-,-,58.68㎡/37.26㎡(전용률63%),없음도움말,-,-,개별난방/도시가스,2457746443,신사역 랜드마크 멀버리힐스 도생 복층구조 가장좋은 호수,1/1개,북향(안방 기준),-,https://landthumb-phinf.pstatic.net/20190816_83/hscp_img_1565937895261a4VxG_JPEG/photoinfra_1565937895055.jpg,즉시입주 협의가능,멀버리힐스(도시형) 2동,서울시 서초구 잠원동 27-2,206대(세대당 17.16대),2세대,11/13층,복합식
3억/230,월세,-,-,58.68㎡/37.26㎡(전용률63%),30만원,-,-,개별난방/도시가스,2458103924,신사역 도보 2분거리 럭셔리 하이엔드 복층  남산뷰,1/1개,북향(거실 기준),-,https://landthumb-phinf.pstatic.net/20190816_83/hscp_img_1565937895261a4VxG_JPEG/photoinfra_1565937895055.jpg,즉시입주 협의가능,멀버리힐스(도시형) 2동,서울시 서초구 잠원동 27-2,206대(세대당 1대),2세대,11/13층,복도식
"7억 7,000",매매,-,-,53.06㎡/33.7㎡(전용률64%),확인 어려움도움말,-,5억/-,개별난방/도시가스,2456824361,신사 멀버리힐시 도시형 생활주택. 세안고 매매,1/1개,북동향(안방 기준),-,,즉시입주,멀버리힐스(도시형) 2동,서울시 서초구 잠원동 27-2,-,3세대,11/13층,복도식
"7억 7,000",매매,-,-,53.06㎡/33.7㎡(전용률64%),30만원,-,5억/-,개별난방/도시가스,2456097741,"최저가 신사역 도보1분,신축급,소액으로 갭투자가능",1/1개,북향(거실 기준),-,,즉시입주,멀버리힐스(도시형) 2동,서울시 서초구 잠원동 27-2,-,3세대,고/13층,복도식
"7억 5,000",전세,-,-,48.17㎡/30.58㎡(전용률63%),20만원,정액관리비,-,개별난방/도시가스,2456574593,신사역 도보1분 초초역세권 럭셔리 하이엔드  복층 아파트,1/1개,북서향(거실 기준),-,,즉시입주 협의가능,멀버리힐스(도시형) 2동,서울시 서초구 잠원동 27-2,206대(세대당 1대),1세대,13/13층,복도식
5억/280,월세,-,-,48.17㎡/30.58㎡(전용률63%),2만원,정액관리비,-,개별난방/도시가스,2456580325,신사역 도보1분 럭셔리 하이엔드  복층 아파트,1/1개,남향(거실 기준),-,,즉시입주 협의가능,멀버리힐스(도시형) 2동,서울시 서초구 잠원동 27-2,-,1세대,13/13층,복도식
"8억 8,500",매매,-,-,48.38㎡/30.72㎡(전용률63%),확인 어려움도움말,-,"5,000/300만원",개별난방/도시가스,2455045817,멀버리 힐스 도시형 생활주택 분양가 수준 세안고 매도,1/1개,북동향(안방 기준),-,,즉시입주,멀버리힐스(도시형) 2동,서울시 서초구 잠원동 27-2,206대(세대당 17.16대),3세대,12/13층,복도식
"1억 5,000/280",월세,-,-,58.68㎡/37.26㎡(전용률63%),25만원,정액관리비,-,개별난방/도시가스,2455400306,멀버리 주거용 복층형 로얄층 최고의 인테리어 빠른입주가능,1/1개,남동향(안방 기준),-,https://landthumb-phinf.pstatic.net/20190816_83/hscp_img_1565937895261a4VxG_JPEG/photoinfra_1565937895055.jpg,즉시입주,멀버리힐스(도시형) 2동,서울시 서초구 잠원동 27-2,-,2세대,11/13층,-
"7억 7,000",매매,-,-,53.06㎡/33.7㎡(전용률64%),확인 어려움도움말,-,4억/30만원,개별난방/도시가스,2455064555,"신사역 도보2분, 분양가보다 저렴한 강남대로변 럭셔리 도생 매물",1/1개,북동향(거실 기준),-,,2025년 10월 11일 협의가능,멀버리힐스(도시형) 2동,서울시 서초구 잠원동 27-2,206대(세대당 17.16대),3세대,11/13층,복도식
"7억 7,000",매매,-,-,53.06㎡/33.7㎡(전용률64%),확인 어려움도움말,-,5억/-,개별난방/도시가스,2455084085,멀버리 힐스 도시형 생활주택 분양가보다 저렴한 급매 세안고 매도,1/1개,북동향(안방 기준),-,,즉시입주 협의가능,멀버리힐스(도시형) 2동,서울시 서초구 잠원동 27-2,206대(세대당 17.16대),3세대,11/13층,복도식
3억/230,월세,-,-,58.68㎡/37.26㎡(전용률63%),15만원,정액관리비,-,개별난방/도시가스,2453195952,신사역 도보1분 럭셔리 하이엔드  복층 아파트,1/1개,남향(거실 기준),-,,2025년 01월 초순 협의가능,멀버리힐스(도시형) 2동,서울시 서초구 잠원동 27-2,-,2세대,13/13층,복도식
"9억 5,000",매매,-,-,58.68㎡/37.26㎡(전용률63%),25만원,정액관리비,-/-,개별난방/도시가스,2454313199,신사 멀버리 힐스 도시형 생활주택. 복층형,1/1개,북향(거실 기준),-,,즉시입주,멀버리힐스(도시형) 2동,서울시 서초구 잠원동 27-2,-,2세대,12/13층,복도식
8억,전세,공동주택,-,48.17㎡/30.58㎡(전용률63%),20만원,-,-,개별난방/도시가스,2455316548,신축 신사역 투룸 복층형 반전세가능,1/1개,북서향(거실 기준),-,,즉시입주 협의가능,멀버리힐스(도시형) 2동,서울시 서초구 잠원동 27-2,-,1세대,고/13층,복도식
1억/250,월세,-,-,58.68㎡/37.26㎡(전용률63%),25만원,정액관리비,-,개별난방/도시가스,2455590882,역세권 신축 복층구조 소형아파트 월세매물,1/1개,북향(거실 기준),-,https://landthumb-phinf.pstatic.net/20190816_83/hscp_img_1565937895261a4VxG_JPEG/photoinfra_1565937895055.jpg,즉시입주,멀버리힐스(도시형) 2동,서울시 서초구 잠원동 27-2,-(세대당 0대),2세대,고/13층,계단식
9억,매매,공동주택,-,48.17㎡/30.58㎡(전용률63%),20만원,-,-/-,개별난방/도시가스,2454236779,신축 신사역 투룸 복층형 반전세가능,1/1개,북서향(거실 기준),-,,즉시입주 협의가능,멀버리힐스(도시형) 2동,서울시 서초구 잠원동 27-2,-,1세대,고/13층,복도식
5억/280,월세,공동주택,-,48.17㎡/30.58㎡(전용률63%),20만원,-,-,개별난방/도시가스,2454236699,신축 신사역 투룸 복층형 반전세가능,1/1개,북서향(거실 기준),-,,즉시입주 협의가능,멀버리힐스(도시형) 2동,서울시 서초구 잠원동 27-2,-,1세대,고/13층,복도식
"1억 5,000/290",월세,-,-,58.68㎡/37.26㎡(전용률63%),20만원,-,-,개별난방/도시가스,2455281333,"신사역, 신분당선 4번출구에서 2분거리  전입 가능",1/1개,남동향(거실 기준),-,https://landthumb-phinf.pstatic.net/20190816_83/hscp_img_1565937895261a4VxG_JPEG/photoinfra_1565937895055.jpg,즉시입주,멀버리힐스(도시형) 2동,서울시 서초구 잠원동 27-2,280대(세대당 1대),2세대,고/13층,복도식
"6억 5,000",전세,공동주택,-,58.68㎡/37.26㎡(전용률63%),25만원,-,-,개별난방/도시가스,2453253719,"3호선 신사역, 신분당선 2분거리, 신사동 변화가,대로변 에 위치",1/1개,남동향(거실 기준),-,https://landthumb-phinf.pstatic.net/20190816_83/hscp_img_1565937895261a4VxG_JPEG/photoinfra_1565937895055.jpg,즉시입주,멀버리힐스(도시형) 2동,서울시 서초구 잠원동 27-2,1대(세대당 1대),2세대,고/13층,복도식
"7억 8,000",전세,공동주택,-,113.97㎡/84.49㎡(전용률74%),35만원,정액관리비,-,지역난방/도시가스,2458376546,"35,올수리,도배해줌,입주협의,잠원역5분",3/1개,동향(안방 기준),-,https://landthumb-phinf.pstatic.net/20120328_173/hscp_img_1332916619048LL2vq_JPEG/GW70765_1332916617959.jpg,2025년 1월 21일 협의가능,신반포25차 345동,서울시 서초구 잠원동 61-1,-,91세대,6/13층,복도식
8억,전세,공동주택,-,113.97㎡/84.49㎡(전용률74%),30만원,-,-,지역난방/도시가스,2457988740,35 잠원역세권 귀한전세 한강접근좋음 샷세교체된집 도배수리해드립니다.,3/1개,동향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120328_173/hscp_img_1332916619048LL2vq_JPEG/GW70765_1332916617959.jpg,즉시입주 협의가능,신반포25차 345동,서울시 서초구 잠원동 61-1,-,91세대,6/13층,복도식
"7억 8,000",전세,공동주택,-,113.97㎡/84.49㎡(전용률74%),35만원,정액관리비,-,지역난방/도시가스,2458096277,35. 확장수리. 한강이용 용이함. 잠원역5분,3/1개,동향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120328_173/hscp_img_1332916619048LL2vq_JPEG/GW70765_1332916617959.jpg,즉시입주 협의가능,신반포25차 345동,서울시 서초구 잠원동 61-1,-,91세대,6/13층,복도식
"7억 8,000",전세,공동주택,-,113.97㎡/84.49㎡(전용률74%),32만원,-,-,지역난방/도시가스,2457594696,"35, 방3화1, 역세권, 올수리해줌",3/1개,동향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120328_173/hscp_img_1332916619048LL2vq_JPEG/GW70765_1332916617959.jpg,2024년 12월 2일 협의가능,신반포25차 345동,서울시 서초구 잠원동 61-1,243대(세대당 0.83대),91세대,6/13층,복도식
33억,매매,공동주택,-,113.97㎡/84.49㎡(전용률74%),35만원,-,8억/-,지역난방/도시가스,2458457974,-,3/1개,동향(거실 기준),없음,https://landthumb-phinf.pstatic.net/20120328_173/hscp_img_1332916619048LL2vq_JPEG/GW70765_1332916617959.jpg,2025년 1월 31일 협의가능,신반포25차 345동,서울시 서초구 잠원동 61-1,-,91세대,중/13층,복도식
35억,매매,공동주택,-,126.22㎡/117.06㎡(전용률93%),40만원,정액관리비,-/-,지역난방/도시가스,2458095982,40. 올수리. 한강이용 용이함. 잠원역5분,4/2개,남향(거실 기준),없음,https://landthumb-phinf.pstatic.net/20120328_141/hscp_img_1332916629215rdJNx_JPEG/GW70765_1332916627898.jpg,2026년 8월 16일 협의가능,신반포25차 344동,서울시 서초구 잠원동 61-1,-,78세대,고/13층,계단식
"7억 8,000",전세,공동주택,-,113.97㎡/84.49㎡(전용률74%),35만원,정액관리비,-,지역난방/도시가스,2458098450,35. 확장수리. 한강이용 용이함. 잠원역5분,3/1개,동향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120328_173/hscp_img_1332916619048LL2vq_JPEG/GW70765_1332916617959.jpg,즉시입주 협의가능,신반포25차 345동,서울시 서초구 잠원동 61-1,-,91세대,중/13층,복도식
35억,매매,공동주택,-,126.22㎡/117.06㎡(전용률93%),35만원,-,-/-,지역난방/도시가스,2458238779,39 통합재건축 갭투 투자추천 잠원역세권,4/2개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120328_141/hscp_img_1332916629215rdJNx_JPEG/GW70765_1332916627898.jpg,즉시입주 협의가능,신반포25차 344동,서울시 서초구 잠원동 61-1,-,78세대,고/13층,계단식
33억,매매,공동주택,-,113.97㎡/84.49㎡(전용률74%),35만원,정액관리비,-/-,지역난방/도시가스,2457545812,35. 확장수리. 한강이용 용이함. 잠원역5분,3/1개,동향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120328_173/hscp_img_1332916619048LL2vq_JPEG/GW70765_1332916617959.jpg,즉시입주 협의가능,신반포25차 345동,서울시 서초구 잠원동 61-1,-,91세대,중/13층,복도식
33억,매매,공동주택,-,126.22㎡/117.06㎡(전용률93%),38만원,정액관리비,-/-,지역난방/도시가스,2458312014,"39, Apple추천, 19차 25차 통합재건축, 입주나 세안고",4/2개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120328_141/hscp_img_1332916629215rdJNx_JPEG/GW70765_1332916627898.jpg,즉시입주,신반포25차 344동,서울시 서초구 잠원동 61-1,-,78세대,중/13층,복도식
"7억 8,000",전세,공동주택,-,113.97㎡/84.49㎡(전용률74%),35만원,-,-,지역난방/도시가스,2457453430,-,3/1개,동향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120328_173/hscp_img_1332916619048LL2vq_JPEG/GW70765_1332916617959.jpg,2024년 12월 16일 협의가능,신반포25차 345동,서울시 서초구 잠원동 61-1,-,91세대,중/13층,복도식
"7억 8,000",전세,공동주택,-,113.97㎡/84.49㎡(전용률74%),33만원,-,-,지역난방/도시가스,2457882812,"샷시교체 거실확장, 도배전등해드림, 잠원역세권, 한강공원인근",3/1개,동향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120328_173/hscp_img_1332916619048LL2vq_JPEG/GW70765_1332916617959.jpg,즉시입주,신반포25차 345동,서울시 서초구 잠원동 61-1,-,91세대,중/13층,복도식
35억,매매,공동주택,-,126.22㎡/117.06㎡(전용률93%),40만원,-,-/-,지역난방/도시가스,2457501139,올수리. 통합재건축단지. 잠원역세권.,4/2개,남동향(거실 기준),없음,https://landthumb-phinf.pstatic.net/20120328_141/hscp_img_1332916629215rdJNx_JPEG/GW70765_1332916627898.jpg,즉시입주,신반포25차 344동,서울시 서초구 잠원동 61-1,-,78세대,고/13층,계단식
"29억 5,000",매매,공동주택,-,113.97㎡/84.49㎡(전용률74%),35만원,-,-/-,지역난방/도시가스,2453732639,"특 올수리, 전세 안고, 조합원 지위 양도, 한강 조망 아주 좋음",3/1개,동향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120328_173/hscp_img_1332916619048LL2vq_JPEG/GW70765_1332916617959.jpg,즉시입주 협의가능,신반포25차 345동,서울시 서초구 잠원동 61-1,-,91세대,12/13층,복도식
35억,매매,공동주택,-,126.22㎡/117.06㎡(전용률93%),35만원,-,-/-,지역난방/도시가스,2457386773,40 통합재건축 추진단지 전세 맞춰진 투자용 추천 잠원역 최고의 위치,4/2개,남동향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120328_141/hscp_img_1332916629215rdJNx_JPEG/GW70765_1332916627898.jpg,즉시입주,신반포25차 344동,서울시 서초구 잠원동 61-1,-,78세대,고/13층,계단식
33억,매매,공동주택,-,113.97㎡/84.49㎡(전용률74%),35만원,-,-/-,지역난방/도시가스,2457452044,19차 25차통합재건축 제자리건축,3/1개,남향(거실 기준),-,https://landthumb-phinf.pstatic.net/20120328_173/hscp_img_1332916619048LL2vq_JPEG/GW70765_1332916617959.jpg,즉시입주 협의가능,신반포25차 345동,서울시 서초구 잠원동 61-1,-,91세대,저/13층,복도식
"29억 2,000",매매,공동주택,-,113.97㎡/84.49㎡(전용률74%),35만원,정액관리비,-/-,지역난방/도시가스,2457279635,35 한강변 통합재건축단지  귀한매물  잠원역세권 신동초 중 명도,3/1개,동향(거실 기준),없음,https://landthumb-phinf.pstatic.net/20120328_173/hscp_img_1332916619048LL2vq_JPEG/GW70765_1332916617959.jpg,즉시입주 협의가능,신반포25차 345동,서울시 서초구 잠원동 61-1,-,91세대,저/13층,복도식
30억,매매,공동주택,-,113.97㎡/84.49㎡(전용률74%),30만원,-,-/-,지역난방/도시가스,2457259093,V한강변 잠원역 초역세권 V저평가 재건축 단지로 가치 상승 예상,3/1개,동향(거실 기준),없음,https://landthumb-phinf.pstatic.net/20120328_173/hscp_img_1332916619048LL2vq_JPEG/GW70765_1332916617959.jpg,2026년 7월 20일 협의가능,신반포25차 345동,서울시 서초구 잠원동 61-1,-,91세대,저/13층,복도식
